Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
10/21/2019,Parole Rvk-New Offense,ID,M,W,69,Brown,54040011,Other,DWI,10/26/2015,03/16/2013,7 Years
03/16/2020,NR-Prob-New Offense,ID,M,W,64,Nueces,48040003,Other,TAMP/FAB PHYSICAL EVID,01/29/2020,08/24/2015,3 Years
02/07/2020,NR-Prob-New Offense,ID,M,B,68,Tom Green,13990059,Violent,ASLT BI FAM/HOUSE MEM,11/07/2019,07/09/2008,2 Years & Less
12/27/2019,NR-Prob-Tech Only,ID,M,W,64,Tarrant,35990016,Drug,POSS CONT SUB METH 4-200G,12/05/2019,07/17/2018,2 Years & Less
12/11/2019,New Rcv,ID,M,W,62,Chambers,22990002,Property,BURG HABIT,11/22/2019,02/22/2019,10 Years
03/10/2020,New Rcv,ID,M,H,64,Harris,22990002,Property,BURG HABIT,02/18/2020,03/04/2019,10 Years
10/25/2019,New Rcv,ID,M,H,64,Ector,54040011,Other,DWI,04/22/2019,12/26/2018,5 Years
02/25/2020,New Rcv,ID,M,B,64,Dallas,13150005,Violent,AGG ASLT W/DWPN,01/17/2020,06/15/2018,26 to 30 Years
07/01/2020,New Rcv,SJ,M,W,64,Bowie,36190004,Other,VOYEURISM:VICTIM UNDER 14YOA,05/04/2020,08/02/2019,16 to 17 Months
08/17/2020,New Rcv,SJ,M,W,64,Grayson,35990014,Drug,POSS CS PG1<1G,06/16/2020,10/09/2019,11 to 12 Months
10/30/2019,NR-Prob Mod,SAFP,M,B,63,Dallas,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,06/16/2018,SAFPF
10/23/2019,Parole Rvk-New Offense,ID,M,B,64,Harris,24110000,Property,UNAUTH USE OF VEHICLE,08/26/1993,08/16/1993,21 to 25 Years
12/27/2019,New Rcv,SJ,M,B,63,Galveston,35990014,Drug,POSS CS PG1<1G,11/08/2019,07/02/2019,8 to 9 Months
02/04/2020,Parole Rvk-New Offense,ID,M,W,67,Harris,11180000,Violent,AGG RAPE,08/08/1983,07/13/1983,Life
11/27/2019,NR-Prob Mod,SAFP,M,B,63,Jefferson,35990014,Drug,POSS CS PG 1 <1G,,09/12/2015,SAFPF
10/02/2019,New Rcv,ID,F,W,63,Liberty,54040011,Other,DWI-3RD/M,09/11/2019,07/06/2017,21 to 25 Years
11/04/2019,New Rcv,ID,M,H,67,Atascosa,36990007,Other,SEX OFF DUTY REG LIFE/ANN,10/09/2019,06/07/2019,4 Years
02/03/2020,NR-Prob Mod,SAFP,M,H,68,Galveston,54040011,Other,,,02/03/2018,SAFPF
08/20/2020,Parole Rvk-Tech Only,ID,M,H,67,Harris,11190000,Violent,ATT AGG SEX ASSLT-CHILD,11/11/1992,04/15/1992,60 Years +
07/30/2020,New Rcv,ID,M,W,67,Bell,36010005,Violent,INDEC W/CHILD SEX CONTACT,01/22/2020,10/11/2018,4 Years
08/07/2020,New Rcv,ID,M,B,65,Jefferson,23990194,Property,THEFT,03/02/2020,06/11/2019,2 Years & Less
03/30/2020,New Rcv,ID,M,W,66,Callahan,11990001,Violent,SEXUAL ASLT,03/10/2020,07/24/2017,5 Years
01/16/2020,New Rcv,SJ,M,B,61,Victoria,26050014,Property,CREDIT CARD/DEBIT CARD ABUSE,12/17/2019,03/25/2019,9 to 10 Months
09/30/2019,NR-Prob-Orig,SAFP,F,H,67,Falls,35990014,Drug,POSS CS PG 1 <1G,,04/03/2017,SAFPF
11/01/2019,Parole Rvk-New Offense,ID,M,B,72,Wilbarger,35420000,Drug,POSS CONTR SUB,10/29/1990,05/17/1990,31 to 40 Years
02/07/2020,New Rcv,ID,M,B,65,Smith,35990014,Drug,POSS CONT SUB PG1 1G,12/18/2019,02/25/2019,4 Years
11/15/2019,New Rcv,ID,M,W,66,Shelby,52030025,Other,POSS OF A PROHIBIT WEAPON,10/07/2019,04/19/2018,3 Years
03/18/2020,New Rcv,ID,M,B,64,Jefferson,13990043,Violent,INJURY TO A DISABLED INDIVIDUAL,01/27/2020,02/25/2019,21 to 25 Years
08/18/2020,New Rcv,ID,M,H,65,Medina,25890002,Property,FORGERY,02/05/2020,02/01/2018,5 Years
10/25/2019,New Rcv,SJ,M,W,64,Travis,22990001,Property,BURG OF BLDG,10/15/2019,08/25/2019,11 to 12 Months
12/13/2019,New Rcv,ID,M,W,62,Hays,35990222,Drug,FRAUD OBTAIN CONT SUB TEMAZEPAM,10/31/2019,04/06/2018,2 Years & Less
09/06/2019,DMS Rvk-New Offense,ID,M,W,66,Williamson,35990003,Drug,MAN/DEL CONT SUB PG1 4-200G,03/15/2016,08/09/2015,5 Years
01/31/2020,New Rcv,SJ,M,B,63,Dallas,26050014,Property,CREDIT CARD ABUSE,01/16/2020,01/22/2019,7 to 8 Months
01/29/2020,New Rcv,SJ,M,B,64,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,01/22/2020,05/02/2019,6 Months & Less
09/05/2019,New Rcv,ID,M,B,63,Tarrant,35990015,Drug,POSS CS 1-4G COCAINE,08/07/2019,10/18/2018,2 Years & Less
07/13/2020,New Rcv,ID,M,W,67,Galveston,13150005,Violent,AGG ASLT W/DWPN,03/25/2020,06/13/2019,6 Years
09/26/2019,MS Rvk-New Offense,ID,M,W,62,Hunt,22140000,Property,BURG OF VEH,06/15/1987,09/29/1986,21 to 25 Years
10/18/2019,New Rcv,SJ,M,W,63,Bexar,23990196,Property,THEFT UNDER $2500 ENHANCED,09/23/2019,01/17/2019,6 Months & Less
03/05/2020,New Rcv,SJ,M,B,63,Harris,22990001,Property,BURG BLDG WIC THEF,02/27/2020,11/14/2019,11 to 12 Months
02/25/2020,Parole Rvk-New Offense,ID,M,H,60,Bexar,23170000,Property,"THEFT $750-$20,000",05/03/1991,07/28/1990,31 to 40 Years
11/14/2019,NR-Prob-Orig,SAFP,M,H,64,Bexar,35990016,Drug,POSS CS PG 1 >=4G<200G,,06/18/2018,SAFPF
10/24/2019,New Rcv,ID,M,W,68,Brown,54040011,Other,DWI,08/29/2019,05/06/2017,2 Years & Less
09/25/2019,DMS Rvk-New Offense,ID,M,W,63,Bastrop,35990016,Drug,POSS CONT SUB,07/09/2018,04/28/2016,2 Years & Less
08/20/2020,Parole Rvk-New Offense,ID,M,H,63,Galveston,22090000,Property,BURG HABIT,06/08/1992,03/05/1989,31 to 40 Years
10/30/2019,New Rcv,ID,M,B,65,Jefferson,35990014,Drug,POSS C/S,09/25/2019,12/20/2018,3 Years
01/22/2020,New Rcv,SJ,M,W,63,Gregg,23990196,Property,THEFT PROP<2500 W 2/M PREV CONV,11/08/2019,11/29/2018,17 to 18 Months
09/04/2019,New Rcv,ID,M,B,66,McLennan,13150005,Violent,AGG ASLT,07/18/2019,09/17/2018,11 to 15 Years
01/17/2020,New Rcv,ID,M,H,62,Kendall,35990015,Drug,POSS CONT SUB PG1 1-4G,12/17/2019,05/06/2018,5 Years
10/03/2019,New Rcv,ID,M,H,62,Travis,54040011,Other,DWI,09/04/2019,02/20/2019,6 Years
03/23/2020,NR-Prob-New Offense,ID,M,W,63,Fayette,13990043,Violent,INJ ELD IND BI,03/04/2020,05/03/2018,2 Years & Less
03/17/2020,New Rcv,ID,M,W,65,Lamb,70990065,Other,CIVIL COMM REQ,01/21/2020,03/22/2019,21 to 25 Years
11/20/2019,Parole Rvk-Tech Only,ID,M,B,72,Tyler,22090000,Property,BURG HABIT,09/22/1987,03/25/1987,60 Years +
03/27/2020,New Rcv,ID,M,W,66,Camp,54040011,Other,DWI,03/02/2020,07/01/2017,3 Years
09/04/2019,NR-Prob-New Offense,ID,M,B,63,Jefferson,48040003,Other,TAMP/FAB PHYS EVID W/I IMP,07/10/2017,08/12/2016,2 Years & Less
12/05/2019,New Rcv,SJ,M,B,62,Harris,35990001,Drug,MAN/DEL CS PG1<1G,11/27/2019,06/19/2019,6 Months & Less
10/28/2019,New Rcv,ID,M,W,62,Eastland,36990007,Other,SEX OFF DUTY TO REG LIFE/ANNU,08/27/2019,03/01/2018,26 to 30 Years
11/26/2019,New Rcv,ID,M,W,63,Galveston,23990196,Property,"THEFT PROP $2,500 2/M PREV CONV",10/17/2019,03/13/2019,2 Years & Less
11/14/2019,New Rcv,ID,M,W,62,Travis,54040011,Other,DWI,10/23/2019,09/14/2018,6 Years
03/11/2020,New Rcv,ID,M,W,67,Bexar,11990001,Violent,SEX ASLT,02/14/2020,10/17/2015,10 Years
01/08/2020,New Rcv,ID,M,B,62,Bell,26050014,Property,DEBIT CARD ABUSE,12/05/2019,04/21/2019,5 Years
02/04/2020,Parole Rvk-New Offense,ID,M,H,64,Cameron,36990013,Violent,INDECENCY-CHILD EXPOSE,06/19/2014,12/01/2005,7 Years
11/22/2019,New Rcv,SJ,M,H,64,Travis,36990006,Other,FAIL COMPLY SEX OFFEND DUTY REG,11/08/2019,10/08/2018,11 to 12 Months
09/11/2019,New Rcv,ID,M,B,64,Dallas,36010001,Violent,INDECENCY W/CHILD CONT,08/06/2019,05/26/2014,21 to 25 Years
11/18/2019,New Rcv,ID,M,H,63,Fort Bend,09990030,Violent,MURDER,10/18/2019,02/11/2017,26 to 30 Years
01/02/2020,New Rcv,SJ,M,W,65,Harris,22990001,Property,BURG BLDG,12/16/2019,10/22/2019,7 to 8 Months
11/07/2019,NR-Prob Mod,SAFP,M,B,62,Dallas,23990210,Property,THEFT MATER ALUM/BRNZ/CPPR/BRSS,,01/24/2019,SAFPF
11/27/2019,New Rcv,SJ,M,H,69,Travis,36990006,Other,ATT FAIL COMPLY SEX OFF REG PREV,11/14/2019,09/26/2019,6 Months & Less
02/21/2020,Parole Rvk-New Offense,ID,M,W,62,Harris,22990002,Property,BURG HABIT WIC THEFT,05/05/2011,07/12/2010,16 to 20 Years
10/14/2019,NR-Parole-Tech Only,SAFP,M,W,61,Montgomery,54040011,Other,DWI-3RD OR MORE,04/04/2012,10/28/2011,SAFPF
11/06/2019,Parole Rvk-New Offense,ID,M,H,63,Cameron,54040011,Other,DWI,05/28/2013,10/24/2011,8 Years
03/05/2020,New Rcv,ID,M,B,62,Travis,13150005,Violent,AGG ASLT W/DWPN,02/04/2020,09/11/2019,2 Years & Less
10/08/2019,Parole Rvk-Tech Only,ID,M,B,64,Dallas,35310000,Drug,DEL C/S COCAINE,02/05/1993,11/30/1992,41 to 59 Years
12/19/2019,New Rcv,ID,M,H,62,Harris,54040011,Other,DWI THIRD,12/03/2019,08/31/2018,4 Years
10/11/2019,NR-Prob-New Offense,SJ,M,H,65,Hidalgo,35990014,Drug,POSS C/S PG1 <1G,04/13/2015,12/19/2014,6 Months & Less
03/19/2020,New Rcv,ID,M,H,68,Bexar,11990004,Violent,AGG SEX ASLT-CHILD,03/03/2020,11/08/2018,21 to 25 Years
01/07/2020,NR-Prob-New Offense,ID,M,B,66,Hall,48010007,Other,RESISTING ARREST W/DWPN,12/18/2019,12/19/2016,10 Years
12/09/2019,NR-Prob-New Offense,ID,M,W,63,Matagorda,73990677,Other,PROH SUB IN CORR FACILITY,11/13/2018,05/19/2017,2 Years & Less
02/12/2020,New Rcv,ID,M,H,64,Ellis,54040011,Other,DWI,01/03/2020,04/27/2018,6 Years
01/03/2020,New Rcv,SJ,M,W,62,Williamson,23990196,Property,THEFT PROP $2500 W/2 PREV CONV,12/18/2019,11/23/2019,6 Months & Less
10/07/2019,NR-Prob Mod,SAFP,F,B,62,Grayson,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,05/06/2018,SAFPF
04/08/2020,New Rcv,SJ,M,B,62,Jefferson,35990014,Drug,POSS CS,03/09/2020,07/06/2018,8 to 9 Months
12/27/2019,New Rcv,ID,F,A,73,Bexar,26990171,Property,TAMP GOV RECORD,11/18/2019,09/07/2019,4 Years
12/27/2019,New Rcv,ID,M,B,61,Harris,12990001,Violent,ROBBERY THREATS,12/05/2019,09/27/2016,11 to 15 Years
09/27/2019,NR-Prob-New Offense,ID,M,W,63,Wichita,35990015,Drug,POSS CONT SUB METH 1-4G,09/21/2018,01/28/2017,2 Years & Less
09/11/2019,New Rcv,ID,F,B,63,Brazos,23990196,Property,THEFT 2500 2/M PREV CONV,07/31/2019,07/20/2017,6 Years
12/30/2019,NR-Prob Mod,SAFP,M,B,62,Tarrant,49990002,Other,,,03/18/2018,SAFPF
10/15/2019,New Rcv,SJ,M,W,66,Tarrant,23990196,Property,THEFT <2500-2/MORE PREV CONV,09/23/2019,01/17/2019,8 to 9 Months
12/07/2019,MS Rvk-New Offense,ID,M,W,61,Dallas,25010000,Property,FORGERY,09/18/1989,05/25/1989,21 to 25 Years
10/30/2019,NR-Prob-New Offense,ID,M,B,62,Hill,50150004,Other,BAIL JUMPING AND FAIL TO APPEAR,09/16/2019,06/27/2019,5 Years
10/31/2019,New Rcv,ID,M,H,62,Travis,13990075,Violent,ASLT FAM/HSE MEM PREV CONV,10/09/2019,05/25/2019,3 Years
12/30/2019,New Rcv,ID,M,W,66,Montgomery,54040011,Other,DWI,12/04/2019,08/11/2019,2 Years & Less
03/20/2020,Parole Rvk-New Offense,ID,M,B,62,Randall,12990002,Violent,AGG ROBBERY,06/04/2007,03/05/2007,11 to 15 Years
03/23/2020,NR-Prob-Tech Only,ID,M,B,62,Dallas,13990075,Violent,ASLT BOD INJ/FAM VIOL ENH,03/06/2020,09/03/2015,3 Years
10/10/2019,Parole Rvk-New Offense,ID,M,W,61,Andrews,37040001,Other,POSS CHILD PORN,04/27/2011,04/27/2010,60 Years +
11/20/2019,NR-Prob-Tech Only,ID,M,B,61,Tarrant,36990013,Violent,INDECENCY W/CHILD EXPOSES,11/04/2019,12/27/2014,2 Years & Less
11/04/2019,New Rcv,ID,M,W,61,Brazoria,54040011,Other,DWI 3D/M,09/26/2019,04/19/2019,6 Years
03/16/2020,New Rcv,SJ,M,B,62,Travis,36990006,Other,FAIL TO REGISTER AS SEX OFFENDER,02/19/2020,01/05/2019,6 Months & Less
03/03/2020,MS Rvk-Tech Only,ID,M,B,66,Harrison,11180000,Violent,AGG SEXUAL ASLT,01/15/1985,10/03/1984,41 to 59 Years
11/21/2019,NR-Prob-Orig,SAFP,M,W,65,Brazoria,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,04/04/2019,SAFPF
08/21/2020,Parole Rvk-New Offense,ID,M,H,62,Lubbock,35410000,Drug,DEL CONT SUB,09/18/1991,04/11/1991,31 to 40 Years
07/01/2020,NR-Prob-New Offense,SJ,M,B,62,Gregg,35990014,Drug,POSS C/S,03/05/2020,08/18/2018,13 to 14 Months
10/31/2019,New Rcv,ID,M,W,61,Hopkins,54040011,Other,DWI 3/M,10/10/2019,05/01/2019,16 to 20 Years
07/28/2020,Parole Rvk-New Offense,ID,M,B,63,Harris,13170000,Violent,AGG ASLT,02/26/1996,07/09/1995,26 to 30 Years
04/08/2020,New Rcv,ID,M,W,62,Medina,25890001,Property,FORGERY FINANCIAL INST,03/13/2020,01/15/2016,2 Years & Less
08/24/2020,New Rcv,SJ,M,W,62,Tarrant,35990014,Drug,POSS C/S METH,07/17/2020,03/12/2020,6 to 7 Months
03/05/2020,MS Rvk-Tech Only,ID,M,B,62,Harris,35320000,Drug,POSS C/S COCAINE,06/25/1992,10/22/1991,21 to 25 Years
03/20/2020,NR-Prob-Tech Only,ID,M,W,63,Wichita,54040011,Other,DWI 3RD OR MORE,02/05/2015,12/04/2013,2 Years & Less
02/25/2020,NR-Prob Mod,SAFP,M,W,61,Hays,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,07/02/2017,SAFPF
07/10/2020,New Rcv,ID,M,H,62,Nueces,11990006,Violent,AGG SEX ASLT ELD/DIS PERSON,03/05/2020,09/29/2018,6 Years
09/11/2019,Parole Rvk-Tech Only,ID,M,B,62,Dallas,35320000,Drug,POSS OF A C/S COCAINE,01/13/1993,03/09/1992,26 to 30 Years
11/05/2019,New Rcv,ID,M,W,62,McLennan,35990003,Drug,POSS CONT SUB WID METH,10/16/2019,06/06/2015,11 to 15 Years
12/10/2019,New Rcv,ID,M,W,64,Austin,54040020,Other,DWI W/PRE INTOX MANSLAUGHTER,11/08/2019,10/08/2017,11 to 15 Years
11/19/2019,Parole Rvk-Tech Only,ID,M,B,65,Harris,13150004,Violent,AGG ASLT,03/13/2002,12/19/2000,21 to 25 Years
10/18/2019,New Rcv,ID,M,W,67,Blanco,52030024,Other,UNL POSS FIREARM BY FELON,09/27/2019,02/14/2019,8 Years
01/23/2020,NR-Prob-Tech Only,SJ,M,H,64,Tom Green,35990014,Drug,POSS CS PG1 L/1G:METH,11/04/2019,07/03/2016,6 Months & Less
11/15/2019,New Rcv,ID,M,W,61,Tom Green,35990014,Drug,POSS CONT SUB PG1 METH L/1G,10/21/2019,08/28/2019,10 Years
11/04/2019,New Rcv,ID,M,H,61,Bee,11990004,Violent,AGG SEXUAL ASLT CHILD,09/12/2019,12/15/2015,10 Years
09/26/2019,New Rcv,ID,M,H,62,Bexar,54040011,Other,DWI 3D/M,08/30/2019,05/25/2018,2 Years & Less
12/23/2019,Parole Rvk-Tech Only,ID,M,B,61,Harris,35320000,Drug,POSS COCAINE,02/26/1997,06/28/1994,21 to 25 Years
11/07/2019,New Rcv,ID,M,B,61,Dallas,13150005,Violent,AGG ASLT W/DWPN,10/10/2019,10/07/2009,2 Years & Less
10/24/2019,Parole Rvk-New Offense,ID,M,B,65,Montgomery,35310000,Drug,DEL C/S COCAINE,01/15/1993,07/02/1991,26 to 30 Years
10/16/2019,New Rcv,ID,M,H,61,Bell,13990075,Violent,ASLT FAM/HSHLD MEM,09/26/2019,12/07/2018,9 Years
01/16/2020,Parole Rvk-New Offense,ID,M,W,61,Dallas,23990010,Property,"THEFT PROP $20,000 OR MORE",02/23/2009,04/28/2008,21 to 25 Years
09/11/2019,New Rcv,ID,F,W,61,Tarrant,25890001,Property,FORGE FINANCIAL INSTR,08/19/2019,10/24/2018,2 Years & Less
10/30/2019,New Rcv,ID,M,H,61,Harris,23990196,Property,THEFT L/$2500 2/PREV,10/10/2019,07/07/2019,3 Years
10/17/2019,New Rcv,ID,M,W,61,Tarrant,36990009,Other,SEX OFFENDER DUTY REG W/PREV CON,09/30/2019,01/09/2019,8 Years
03/09/2020,NR-Parole-Tech Only,SAFP,M,W,62,Tarrant,25010000,Property,FORG BY POSS CK WI PASS,04/03/1991,08/29/1990,SAFPF
01/06/2020,Parole Rvk-New Offense,ID,M,W,61,Dallas,24110000,Property,UNAUTH USE VEH,07/20/1989,10/27/1988,31 to 40 Years
03/18/2020,Parole Rvk-New Offense,ID,M,B,62,Harris,35990010,Drug,POSS C/S W/I DEL : COCAINE,06/24/1994,05/18/1994,21 to 25 Years
02/13/2020,New Rcv,SJ,M,W,64,Liberty,23990196,Property,THEFT PROP $2500 2/M PREV CONV,11/21/2019,11/16/2019,7 to 8 Months
07/28/2020,New Rcv,ID,M,H,62,Harris,54040011,Other,DWI,01/27/2020,05/24/2019,6 Years
10/24/2019,New Rcv,SJ,M,W,62,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,10/18/2019,04/04/2018,7 to 8 Months
11/26/2019,New Rcv,ID,M,W,61,Jefferson,54040011,Other,DWI,09/30/2019,03/20/2019,2 Years & Less
11/06/2019,New Rcv,ID,M,W,61,Travis,54040011,Other,DWI 3RD OR MORE,10/22/2019,02/14/2019,7 Years
08/06/2020,New Rcv,ID,M,W,62,Tarrant,36990007,Other,FAIL COMP W/SEX OFFEND REG REQ,03/20/2020,08/05/2019,5 Years
09/25/2019,NR-UpFront,SJ,F,W,63,Jefferson,35990014,Drug,DEL OF A C/S,08/01/2019,11/16/2012,6 Months & Less
12/03/2019,Parole Rvk-New Offense,ID,M,H,70,Harris,24110000,Property,UNATH USE MTR VEHICLE,06/19/1992,06/18/1992,21 to 25 Years
01/15/2020,New Rcv,ID,M,W,61,Jefferson,35990015,Drug,POSS CONT SUB,12/02/2019,08/22/2017,7 Years
10/25/2019,New Rcv,ID,M,B,62,Ector,13990075,Violent,ASLT FAM VIOL,07/09/2019,04/13/2018,11 to 15 Years
11/20/2019,New Rcv,SJ,M,W,65,Coryell,35990014,Drug,POSS CS PG1 <1G,11/04/2019,07/11/2019,6 Months & Less
02/11/2020,NR-Parole-Tech Only,SAFP,M,B,63,Dallas,22120000,Property,BURG OF BUILD,04/18/1990,03/07/1990,SAFPF
11/01/2019,New Rcv,SJ,M,H,61,Dallas,23990196,Property,THEFT PROP<2500 W/2MORE PREV CON,10/09/2019,06/26/2019,11 to 12 Months
03/16/2020,NR-Prob Mod,SAFP,M,B,61,Falls,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,07/18/2019,SAFPF
01/28/2020,New Rcv,ID,M,W,61,Galveston,54040011,Other,DWI 3D/M,01/07/2020,05/02/2019,5 Years
01/10/2020,NR-Prob-New Offense,SJ,M,H,61,Bexar,23990132,Property,THEFT PERSON,02/24/2014,01/12/2014,7 to 8 Months
08/19/2020,New Rcv,ID,M,B,65,Bowie,54040011,Other,DWI 3/M,05/05/2020,10/05/2018,5 Years
07/15/2020,NR-Prob-Tech Only,ID,M,W,61,Williamson,20990005,Property,ARSON INTEND DAMAGE HABITATION,06/02/2020,07/04/2018,5 Years
10/31/2019,New Rcv,ID,M,W,61,Bexar,52030025,Other,POSS PROH FIREARM SHORT-BARREL,10/14/2019,04/01/2019,2 Years & Less
11/14/2019,NR-Prob-New Offense,ID,M,B,62,Kaufman,48010020,Other,EVADING ARREST DET W/VEH,09/16/2015,08/01/2015,5 Years
11/20/2019,NR-Prob-New Offense,ID,M,H,61,Starr,35990003,Drug,MAN/DEL CONT SUB,06/18/2018,08/05/2015,5 Years
09/06/2019,NR-Prob-Tech Only,ID,M,W,61,Williamson,52030025,Other,PROHIBITED WEAPON,06/20/2019,07/31/2015,6 Years
03/03/2020,Parole Rvk-New Offense,ID,M,B,62,Nueces,22090000,Property,BURG HABIT,03/25/1992,08/28/1991,Life
10/23/2019,New Rcv,ID,M,W,62,Dallas,09990030,Violent,MURDER,06/12/2019,01/06/2018,26 to 30 Years
03/25/2020,New Rcv,ID,M,B,61,Tarrant,36990008,Other,SEX OFFEND DUTY REG W/PREV CONV,03/02/2020,08/12/2019,10 Years
12/16/2019,Parole Rvk-New Offense,ID,M,W,61,Harris,35320000,Drug,POSS C/S COCAINE,06/21/1994,02/26/1994,16 to 20 Years
02/06/2020,New Rcv,ID,M,W,66,Cooke,73990677,Other,PROH SUB/ITEM IN CORR/CIV FAC,12/30/2019,11/15/2019,10 Years
02/20/2020,New Rcv,SJ,M,W,62,Tarrant,26050014,Property,CREDIT CARD ABUSE,02/06/2020,06/08/2019,11 to 12 Months
04/29/2020,MS Rvk-New Offense,ID,M,B,66,Harris,22140000,Property,BURG VEH WIC THEFT,06/01/1993,05/31/1993,21 to 25 Years
03/03/2020,New Rcv,SJ,M,B,65,Harris,22990001,Property,BURG BLDG,02/25/2020,11/12/2019,9 to 10 Months
02/18/2020,Parole Rvk-Tech Only,ID,M,B,61,Dallas,22120000,Property,BURG OF BLDG,06/17/1988,06/02/1988,21 to 25 Years
11/25/2019,NR-Prob-Tech Only,ID,M,H,60,Atascosa,73990677,Other,PROH SUB CORR FAC/ALCO/DRUG/PHON,11/06/2017,10/25/2015,2 Years & Less
10/25/2019,Parole Rvk-Tech Only,ID,M,W,63,Dallas,24110000,Property,UNAUTH USE MTR VEH,05/18/1992,07/18/1991,31 to 40 Years
12/20/2019,NR-Prob-Tech Only,SJ,M,H,62,Bexar,35990014,Drug,POSS CS PG 1<1G,10/28/2019,08/05/2017,23 to 24 Months & More
10/16/2019,New Rcv,ID,M,W,61,Jefferson,36990007,Other,FAIL COMPLY SEX OFF REG REQ,08/26/2019,05/28/2019,3 Years
10/21/2019,Parole Rvk-Tech Only,ID,M,B,67,Dallas,35320000,Drug,POSS CS COCAINE,11/13/1992,10/20/1992,31 to 40 Years
01/29/2020,NR-Parole-Tech Only,SAFP,M,B,63,Harris,35310000,Drug,DEL C/S COCAINE,10/30/1991,04/23/1991,SAFPF
09/26/2019,New Rcv,SJ,M,B,60,Harris,22990001,Property,BURG BLDG,09/19/2019,04/22/2019,9 to 10 Months
10/24/2019,NR-Prob-Orig,SAFP,M,H,69,Bexar,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,09/30/2016,SAFPF
12/18/2019,New Rcv,ID,M,W,62,Hill,35990014,Drug,POSS CONT SUB PG1 L/1G,11/13/2019,04/22/2019,4 Years
11/05/2019,New Rcv,ID,M,B,60,Harris,09150000,Violent,MURDER,10/17/2019,04/13/1988,11 to 15 Years
12/20/2019,New Rcv,ID,M,W,63,Smith,54040011,Other,DWI 3RD,11/06/2019,01/27/2019,11 to 15 Years
03/13/2020,Parole Rvk-New Offense,ID,M,H,63,Kerr,35990003,Drug,POSS CS HEROIN 4-200G WID,08/29/2013,10/14/2012,11 to 15 Years
08/20/2020,New Rcv,ID,M,W,62,Potter,54040011,Other,DWI 3RD,06/26/2020,11/03/2018,4 Years
02/11/2020,New Rcv,SJ,M,B,60,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,02/04/2020,02/02/2020,6 Months & Less
10/30/2019,New Rcv,ID,M,W,69,Brazoria,54040011,Other,DWI 3RD OR MORE,07/18/2019,06/13/2018,4 Years
03/12/2020,NR-Prob-Tech Only,ID,M,W,66,Grayson,36990007,Other,SEX OFFEND DUTY REGISTER LIFE/AN,02/13/2013,08/01/2010,6 Years
02/20/2020,NR-Prob-New Offense,SJ,M,W,60,Bowie,35990014,Drug,POSS C/S PG1<1G,08/06/2019,06/11/2019,13 to 14 Months
09/10/2019,New Rcv,ID,M,B,63,Lubbock,36990008,Other,FAIL REG SEX OFF W/PREV,06/27/2019,10/26/2016,4 Years
03/13/2020,New Rcv,SJ,M,W,67,Tom Green,35990014,Drug,POSS CS PG1 L/1G:METH,03/02/2020,10/25/2019,6 Months & Less
02/06/2020,Parole Rvk-Tech Only,ID,M,B,61,Harris,35320000,Drug,POSS C/S COCAINE,04/12/1989,01/06/1989,26 to 30 Years
04/02/2020,NR-Parole-New Offense,SAFP,M,B,62,Lubbock,35990001,Drug,POSS CS COCAINE WID L/1G,08/14/2014,03/06/2013,SAFPF
04/13/2020,Parole Rvk-New Offense,ID,M,B,61,Polk,52000001,Other,POSS DDLY WPN IN PENAL INSTITUTE,04/04/1995,04/15/1994,9 Years
01/30/2020,New Rcv,SJ,M,B,61,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,12/30/2019,09/07/2019,11 to 12 Months
01/03/2020,New Rcv,ID,M,W,61,Wood,35990014,Drug,POSS CONT SUB PG1 1G,11/07/2019,09/13/2019,5 Years
12/09/2019,NR-Prob-New Offense,ID,F,W,66,Tarrant,54040011,Other,DWI REPETITION,01/22/2019,04/30/2018,2 Years & Less
12/18/2019,New Rcv,SJ,F,B,60,Galveston,23990196,Property,"THEFT PROP <$2,500 2/M PREV CONV",12/06/2019,12/12/2018,7 to 8 Months
03/16/2020,New Rcv,ID,M,W,62,Henderson,35990003,Drug,MAN DEL CONT SUB PG1 4-200G,02/10/2020,10/18/2018,5 Years
04/10/2020,Parole Rvk-Tech Only,ID,M,W,65,Hays,23990010,Property,"THEFT $20,000-100,000",07/14/2004,02/15/2003,60 Years +
11/04/2019,NR-Prob-Orig,SAFP,M,B,62,Brazos,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,09/01/2012,SAFPF
09/04/2019,New Rcv,ID,M,B,61,McLennan,13990043,Violent,INJURY TO DISABLED INDIVIDUAL,08/12/2019,08/04/2018,10 Years
12/27/2019,New Rcv,ID,M,W,62,Gregg,54040011,Other,DWI,11/04/2019,06/09/2018,8 Years
